id;nickname;male;female;skin;hair;height;tattoo;age;weapon;arrested;convicted;rape;extortion;kidnapping;theft;homicide;arms_trafficking;drug_trafficking;faction;Dc;Bc;Cc;CC;key;scores
NCV0;0;1;0;3;1;5;0;33;0;0;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0703264207453463;0.0;1;0.32458191140819365
KCER;0;0;1;2;1;2;0;28;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0;0.0483715351117369;1.0;0;0.5218732633505426
ITM0;0;1;0;3;1;5;0;59;0;0;0;0;0;0;0;0;0;1;0;0.0026954177897574;0.0;0.05110333618006;1.0;0;0.4261171326972474
WHN2;0;1;0;3;1;3;0;53;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0010781671159029;0.0567608090327713;0.0;0;0.28654095315583866
FUUP;1;1;0;3;2;3;0;29;1;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0043056900356772;0.0654690477871108;0.0;1;0.39114830914475013
LWPH;1;1;0;2;1;2;1;36;1;1;1;0;0;0;1;0;0;1;0;0.0005390835579514;0.0;0.0601394067109742;0.0;0;0.47619256277567495
GXCH;1;1;0;1;2;3;0;31;0;0;0;0;0;0;0;0;0;1;0;0.0016172506738544;2.907678306102926e-07;0.0511005206468141;0.6666666666666666;0;0.4786798929024708
QTWY;1;1;0;3;1;2;0;34;1;1;1;0;0;0;1;0;0;1;0;0.0021563342318059;0.0007197666878927;0.0508442056792018;0.5;0;0.5438609869855989
YEG2;0;1;0;2;0;2;0;24;0;0;0;0;0;0;0;0;0;1;0;0.0021563342318059;0.0005382112544596;0.0463495077707261;0.5;1;0.3385561875160981
SNH2;0;1;0;2;0;2;0;25;1;0;1;0;0;0;1;0;0;1;0;0.0010781671159029;0.0006931282007826;0.044897860393068;0.0;1;0.33741523419281033
JKVU;1;1;0;3;1;4;0;37;0;1;1;0;0;0;1;0;0;1;0;0.0016172506738544;0.0005387927901208;0.0678766145852391;0.6666666666666666;0;0.005272454179602388
XFZF;0;0;1;1;2;3;0;31;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0010781671159029;0.0508386318789739;0.0;1;0.3840000073716252
EEVI;1;1;0;2;1;5;0;38;1;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0558819099261937;0.0;1;0.3407949880434276
DSUR;1;1;0;1;2;3;0;33;1;1;1;0;0;0;0;0;0;1;0;0.0016172506738544;2.907678306102926e-07;0.0534135736704195;0.6666666666666666;1;0.32825144785943894
G9LG;1;1;0;3;1;2;0;29;1;0;1;0;0;0;1;0;0;1;1;0.0043126684636118;0.0001845891111324;0.0555389221556886;0.6071428571428571;0;0.9128637785537397
LIWB;1;1;0;2;0;3;0;24;1;1;1;0;0;0;1;1;0;1;0;0.0021563342318059;0.0016453388462915;0.0535060140182872;0.3333333333333333;1;0.3555973474964251
LKVP;1;1;0;3;1;3;0;49;0;1;1;0;0;1;0;0;0;1;0;0.0043126684636118;0.0128932271449215;0.0419949289142443;0.0;0;0.9522078207018966
BPOW;0;0;1;1;2;2;0;55;0;1;1;0;0;0;0;1;0;0;0;0.0005390835579514;0.0;0.0388497947558012;0.0;0;0.2658806199924787
OGGB;1;1;0;3;1;2;0;31;1;1;1;0;0;0;1;1;0;1;0;0.0005390835579514;0.0;0.0313413418487167;0.0;1;0.3242463837295925
GLDR;1;1;0;3;1;5;0;33;0;1;1;0;0;0;0;0;0;1;0;0.0010781671159029;0.0;0.0484005635860773;1.0;0;0.20402581981617
C8NC;0;1;0;3;0;3;0;28;1;1;1;0;0;0;1;0;0;0;0;0.0005390835579514;0.0;0.0477428321408349;0.0;0;0.19751436638806863
O9QQ;1;1;0;1;2;2;0;36;1;1;1;0;0;0;1;1;0;1;1;0.0021563342318059;0.0085927709301953;0.0567886116638604;0.5;0;0.015465783253671652
DXZP;1;1;0;3;3;3;0;33;1;1;1;0;0;0;0;1;0;1;0;0.0016172506738544;0.0053815310089352;0.0510232148751237;0.0;0;0.21325559738449554
UYRJ;0;1;0;1;1;3;0;32;1;1;0;0;0;0;0;1;0;1;0;0.0005390835579514;0.0;0.052796356909065;0.0;0;0.22417960297910966
Z4O3;0;1;0;1;2;5;0;27;1;1;1;0;0;0;1;0;0;1;0;0.0021563342318059;0.0107293329495197;0.0610498601283528;0.5;1;0.3259106496985572
E4U3;0;1;0;4;3;5;0;29;1;1;0;0;0;0;0;1;0;1;0;0.0026954177897574;0.0005380658705443;0.0436861193537751;0.7;0;0.005441873993155492
M9S2;0;1;0;3;1;3;0;32;1;1;1;0;0;0;0;0;0;1;1;0.0016172506738544;2.1710664685568515e-06;0.0599179560063309;0.3333333333333333;0;0.19929967023058884
G4A4;0;1;0;1;1;5;0;26;0;1;1;0;0;0;0;0;0;1;0;0.0016172506738544;0.0021551711604834;0.0683417455697601;0.3333333333333333;0;0.7246541763056238
EUJQ;0;1;0;2;1;2;0;24;1;0;0;0;0;0;1;1;0;1;0;0.0037735849056603;0.0035702195331276;0.0699261158021712;0.2857142857142857;1;0.37790216148284445
ZJFR;0;0;1;3;0;2;0;34;0;1;0;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0431686486234902;0.0;1;0.33212485916941664
WPKG;1;1;0;2;1;3;0;36;0;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0347280726387718;0.0;1;0.3335496420393877
QECM;0;1;0;1;2;3;0;32;1;1;1;0;0;0;0;1;0;1;0;0.0010781671159029;0.0;0.0376260116427658;1.0;1;0.3351015975223705
UMD6;0;1;0;2;1;4;0;31;1;1;1;0;0;0;0;0;0;0;0;0.0005390835579514;0.0;0.0322266812598808;0.0;0;0.5696625224848797
S1H8;1;1;0;1;2;3;0;32;1;1;1;0;0;0;0;1;0;1;0;0.0097035040431266;0.1421004814238356;0.0707502193066097;0.0784313725490196;0;0.5445175585626244
HQHB;0;1;0;1;2;3;0;29;1;1;1;0;0;0;0;0;0;1;0;0.0005390835579514;0.0;0.0463078536122622;0.0;0;0.2574517200510759
SFH5;0;0;1;1;2;2;0;39;1;0;1;0;0;0;0;0;0;1;1;0.0026954177897574;0.0;0.0470167790338115;1.0;0;0.010305741241344594
OIP7;0;1;0;4;1;2;0;32;0;0;0;0;0;0;0;0;0;0;0;0.0005390835579514;0.0;0.0574410107140645;0.0;0;0.09779723600973426
IFGM;1;1;0;2;1;2;0;26;0;0;0;0;0;0;0;0;0;1;0;0.0026954177897574;1.5855577226489391e-06;0.0430284614135603;0.7;0;0.0037135655034415266
UDKQ;1;1;0;1;2;2;0;30;0;1;1;0;0;0;0;1;0;1;0;0.0016172506738544;0.0;0.060486500586931;1.0;0;0.21746217950372654
KRJ8;0;0;1;3;1;0;0;45;0;1;1;0;0;0;0;0;0;1;0;0.0048517520215633;0.0016146337633789;0.0430394431554524;0.5833333333333334;0;0.5478924985949795
WMAP;0;1;0;4;1;2;0;32;0;0;0;0;0;0;0;0;0;0;0;0.0032345013477088;1.0099335983197496e-05;0.0701694658798608;0.6666666666666666;0;0.7098298478684273
WNAP;1;1;0;3;0;4;0;31;1;1;1;0;0;0;0;0;0;0;0;0.0010781671159029;0.0;0.0449402815127068;1.0;1;0.37658047191771676
RRLN;1;1;0;3;0;3;0;31;1;1;1;0;0;0;0;0;0;1;0;0.0021563342318059;2.7359868251711342e-06;0.0430214759497193;0.3333333333333333;0;0.7453044745438835
PRXW;1;1;0;3;1;3;0;39;0;1;1;0;0;0;1;0;0;1;0;0.0021563342318059;0.0010781671159029;0.0672930421533773;0.5;0;0.27135320240090516
YETW;0;1;0;2;1;2;0;35;0;1;1;0;0;0;0;0;0;1;0;0.0016172506738544;0.0;0.0667266187050359;1.0;0;0.7233826961538001
YMWM;1;1;0;1;0;3;0;26;1;1;1;0;0;0;1;0;0;1;0;0.0014807502467917;0.0008487076191078;0.0660418873767419;0.2;0;0.5663923974990259
K3DN;0;1;0;3;0;3;0;23;1;0;0;0;0;0;1;0;0;1;0;0.0014807502467917;5.351357327012362e-06;0.0519460540485103;0.9333333333333332;0;0.6867485697035638
H5C0;0;1;0;4;3;5;0;23;1;0;0;0;0;0;0;1;0;0;0;0.0007403751233958;0.0;0.0606214748432848;1.0;0;0.3623244004435263
F7L7;0;1;0;2;1;2;0;30;0;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0734883383510464;1.0;1;0.2974160082717905
CPU7;0;1;0;3;2;2;0;35;0;1;1;0;0;0;0;0;0;1;0;0.0017275419545903;2.0307060626891963e-08;0.0584442745669325;0.9523809523809524;0;0.7310196706573665
PWQC;0;1;0;1;0;3;0;25;1;1;1;0;0;0;1;0;0;0;0;0.0041954590325765;0.027164392293451;0.0682913675127245;0.1102941176470588;0;0.44642110178382494
BUIC;1;1;0;3;0;5;0;27;0;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0004936443367791;0.0514546216459891;0.0;0;0.4815510159718199
YXG8;0;1;0;1;2;3;0;32;1;1;0;0;0;0;0;0;0;0;0;0.0024679170779861;0.0065398511775373;0.0808701726374613;0.4666666666666667;0;0.59518277341016
L2FN;0;1;0;1;2;5;0;32;1;1;1;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0799794721986459;0.0;0;0.01292373698657689
F1RF;1;1;0;3;0;5;0;26;1;1;1;0;0;0;0;1;0;1;0;0.0017275419545903;0.0178480037909852;0.0870499269571195;0.238095238095238;0;0.5137869897967112
ECFV;0;1;0;2;1;3;0;30;1;0;0;0;0;0;1;0;0;0;0;0.0004935834155972;0.0;0.0691561987984707;1.0;0;0.10432314209784019
Y4K8;0;0;1;2;1;2;0;40;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0850760057109263;0.0;1;0.2974160082717905
IHN6;0;1;0;3;1;3;0;26;0;1;0;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0414230218769167;0.0;1;0.2974160082717905
MNA1;0;1;0;3;0;3;0;35;1;1;0;0;0;0;1;0;0;0;0;0.0014807502467917;2.132241365823656e-07;0.0606823014945937;0.8;0;0.3759002962221523
UEJT;0;1;0;3;2;2;0;24;1;1;0;0;0;0;1;0;1;0;0;0.0004935834155972;0.0;0.04938753123286;1.0;0;0.5056645401369582
XYFP;0;1;0;3;1;2;0;21;0;0;0;0;0;0;0;0;0;0;0;0.0009871668311944;0.0001072212726828;0.0612797362491115;0.5;1;0.17667436888545746
WZC7;1;1;0;3;2;3;0;26;1;0;1;0;0;0;1;0;0;1;0;0.001233958538993;0.0018413501058792;0.0658722546453595;0.3;1;0.1560410483453497
YUXN;1;1;0;1;2;2;0;29;1;1;1;0;0;0;1;0;0;0;0;0.0004935834155972;0.0004237590734315;0.0554718944226925;0.0;1;0.25448019764815194
EVDG;1;1;0;3;0;3;0;42;0;1;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0472905944002894;1.0;1;0.2974160082717905
SKYT;0;1;0;2;1;4;0;32;1;1;1;0;0;0;1;1;0;1;0;0.0007403751233958;0.0;0.0606096867801477;1.0;0;0.5061012316089882
JWPO;1;1;0;2;1;2;0;36;0;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0592770308819872;1.0;0;0.516100216407023
HVBK;0;1;0;1;2;2;0;21;1;0;0;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0517867184704258;0.0;1;0.2974160082717905
R6TB;1;1;0;1;0;0;0;25;0;1;0;0;0;0;1;0;1;0;0;0.0004935834155972;0.0;0.0567276596340421;1.0;0;0.514675800719595
QDGF;0;0;1;0;0;0;0;32;0;1;1;0;0;0;1;0;0;0;0;0.001233958538993;0.0;0.0695061495445734;1.0;0;0.5166558437617543
ZJOU;1;1;0;3;0;2;0;25;1;0;0;0;0;0;1;1;0;1;0;0.0017275419545903;0.0054633192796894;0.0680642343613518;0.4761904761904761;0;0.5473390223492662
OQDD;1;1;0;2;1;5;0;39;0;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.0004935834155972;0.0653221776208669;0.0;1;0.2981331183958659
Z3R4;1;1;0;3;0;3;0;53;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0847432813970511;0.0;0;0.04847921004426517
FYTU;1;0;1;1;1;5;0;51;0;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0004935834155972;0.0662340422054039;0.3333333333333333;1;0.256627900446564
UHHJ;1;1;0;2;0;2;0;21;1;0;0;0;0;0;0;1;0;1;0;0.0002467917077986;0.0;0.054512188559436;0.0;1;0.2974160082717905
XCD1;1;1;0;1;2;3;0;25;1;1;0;0;0;0;1;1;0;1;0;0.0019743336623889;0.0006910209613949;0.0520802539747824;0.4285714285714285;0;0.4269766991598674
WAKP;0;0;1;4;3;5;0;31;0;1;0;0;0;0;1;0;0;0;0;0.001233958538993;0.0;0.0695061495445734;1.0;1;0.2974160082717905
GXAT;0;1;0;3;0;2;0;29;0;0;0;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0466900962147836;0.0;0;0.010055686566978715
HGXF;0;1;0;1;0;4;0;27;0;0;0;0;0;0;1;0;0;1;0;0.001233958538993;0.0004065282983153;0.066013913100145;0.2;0;0.017457007733022986
K7QQ;1;1;0;1;3;4;0;31;1;1;1;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0470462567341631;0.0;0;0.3362037996716714
HAJI;0;0;1;0;1;2;0;50;0;1;1;0;0;0;0;0;0;1;0;0.0017275419545903;0.0;0.0634304409761901;1.0;1;0.1829751474823964
OAE4;1;1;0;3;2;3;0;29;1;1;1;0;1;0;1;1;0;1;0;0.0004935834155972;6.518566461232319e-06;0.0516402008513241;0.0;1;0.27819606887303905
UEJA;0;1;0;3;0;1;0;23;1;0;0;0;0;0;0;0;0;1;0;0.0024679170779861;0.0006572989383712;0.0486481294722182;0.8444444444444444;0;0.5035883730300369
E0XX;0;1;0;2;3;5;0;42;0;1;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0696507150715071;0.0;0;0.07767912715658032
NNAM;1;1;0;1;1;3;0;30;0;1;1;0;0;0;1;0;0;0;0;0.0007403751233958;0.0;0.0864260728606774;1.0;1;0.2520277240085768
FFG2;1;1;0;3;0;2;0;28;0;1;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0484428238388427;0.0;1;0.3005663897311186
LDMW;1;1;0;3;0;3;0;50;1;1;1;0;0;0;1;0;0;1;0;0.0004935834155972;0.0;0.062914370002329;1.0;1;0.1852480955888537
CMPN;1;1;0;1;2;3;0;24;0;1;1;0;0;0;1;0;0;1;0;0.0004935834155972;4.87369455045407e-06;0.0414158242791581;0.0;0;0.08827853521080559
NIX7;1;1;0;1;2;4;0;36;1;1;0;0;0;0;0;0;0;1;0;0.0029615004935834;0.0050856434036288;0.0609864390963411;0.6060606060606061;1;0.2512335900471676
GVIB;0;1;0;2;1;1;0;27;1;1;1;0;0;0;1;0;0;1;0;0.0007403751233958;0.0008485998811178;0.054361533714347;0.0;1;0.2981331183958659
ITX1;0;1;0;0;1;2;0;45;0;1;1;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.054570185716402;0.0;1;0.2974160082717905
SMVW;0;1;0;1;2;3;0;30;0;1;1;0;0;0;0;1;0;1;0;0.0009871668311944;0.0459402277696127;0.0881176061238691;0.1666666666666666;0;0.3005663897311186
POTJ;0;1;0;3;0;4;0;27;1;1;0;0;0;0;1;0;0;1;0;0.0004935834155972;0.0;0.0574303734675076;1.0;0;0.5090358491886999
AMIM;0;1;0;3;0;3;0;26;0;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0427805228261328;1.0;0;0.5150895349311193
YTR8;0;1;0;3;0;3;0;30;0;1;1;0;0;0;1;0;0;1;0;0.0027147087857847;1.580926867805035e-05;0.0748416172586394;0.509090909090909;0;0.8475942739036308
XOV0;1;1;0;1;0;5;0;39;1;1;1;0;0;0;1;0;0;1;0;0.0029615004935834;0.0124858553580267;0.0644402035623409;0.3939393939393939;0;0.8998485631444445
ZCTY;1;1;0;1;0;3;0;33;0;1;1;0;0;0;0;0;0;1;0;0.0019743336623889;0.0013010073933225;0.048841638340445;0.3571428571428571;0;0.7433042247931766
BTSA;0;1;0;1;0;3;0;31;1;1;1;0;0;0;1;0;0;0;0;0.0014807502467917;0.000545021542857;0.0654244841282655;0.1333333333333333;0;0.5090833478572168
FPZP;1;1;0;3;1;2;0;38;0;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;7.310541825681106e-07;0.0676133424552387;0.6666666666666666;0;0.11122084575103322
QXIE;1;1;0;3;0;1;0;33;0;1;1;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0756831468649022;0.0;1;0.2981331183958659
KTJM;0;1;0;3;0;3;0;28;0;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0003688719301349;0.0524523954382467;0.6666666666666666;0;0.3220904790973806
GDZM;0;1;0;3;2;2;0;39;0;1;0;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.049604583404745;0.0;1;0.28503908636272735
FEE6;1;1;0;2;1;5;0;24;0;0;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0761596872415607;1.0;0;0.5051600396442668
N7SX;0;1;0;1;2;2;0;31;0;1;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0644227864604035;0.0;1;0.2974160082717905
P8FC;0;1;0;1;2;5;0;30;0;1;1;0;0;0;1;0;0;0;0;0.0022211253701875;0.0030982909826592;0.0690501346239051;0.25;0;0.01719837197725234
X4HW;0;1;0;3;0;3;0;31;0;0;0;0;0;0;1;0;0;0;0;0.0004935834155972;0.0;0.0583113874138352;1.0;0;0.006418832663540259
QCEX;0;1;0;2;0;3;0;75;0;1;0;0;0;0;1;0;0;1;0;0.001233958538993;0.0019728715540238;0.0765959055594412;0.6;0;0.5735204130738203
WLU9;0;0;1;1;3;5;0;35;0;0;0;0;0;0;0;0;0;1;0;0.001233958538993;0.0024656020730747;0.0607587344429449;0.4;1;0.2974160082717905
Q2SX;1;1;0;3;0;2;0;22;1;0;0;0;0;0;1;1;0;0;0;0.0009871668311944;0.0318042708299369;0.0547109178796143;0.0;0;0.5123167300885052
F1YO;0;1;0;3;1;4;0;55;1;1;0;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0571275500852965;0.0;1;0.2981331183958659
EGO7;0;1;0;1;2;3;0;37;1;1;0;0;0;0;0;0;0;0;0;0.0022211253701875;0.0024654802307109;0.0575094382468988;0.7777777777777778;1;0.2974160082717905
XEBF;1;1;0;2;1;2;0;26;1;1;0;0;0;0;1;1;0;1;0;0.0004935834155972;0.0009869231464669;0.0493274088502039;0.0;0;0.5092241484876211
YKUI;0;1;0;0;0;0;0;22;1;0;0;0;0;0;1;1;0;1;0;0.0009871668311944;0.0;0.0763031033443808;1.0;0;0.5256151168719928
TYMJ;0;1;0;0;2;3;0;45;1;1;1;0;0;0;1;0;0;1;0;0.0004935834155972;0.0;0.0746981288598027;1.0;1;0.2974160082717905
UFMU;1;1;0;1;0;3;0;41;1;1;1;1;0;0;0;1;0;1;0;0.0019743336623889;0.0165022602115379;0.0690642577126299;0.1071428571428571;0;0.694103122206116
WGT2;0;1;0;1;0;2;0;30;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0517860566170362;0.0;1;0.27269392576670365
FICT;1;1;0;3;0;2;0;48;0;1;0;0;0;0;0;0;0;0;0;0.0022211253701875;6.684906600489198e-06;0.0746362129305581;0.6944444444444444;0;0.6506258632485356
F5Q8;0;1;0;1;2;3;0;37;1;1;1;0;0;0;1;0;0;1;0;0.003208292201382;0.0126454476519028;0.0644412283910367;0.3717948717948718;0;0.6510333598002386
K0JW;0;1;0;1;2;2;0;31;1;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0507089491533908;1.0;1;0.2981331183958659
S2WL;1;1;0;2;1;0;0;31;1;1;1;0;0;0;1;1;0;0;0;0.0009871668311944;0.0004935834155972;0.0689983993461158;0.5;1;0.2981331183958659
TVKO;1;1;0;3;0;2;0;36;1;1;1;0;1;0;1;1;0;1;0;0.0046890424481737;0.081706945312271;0.0645942930017535;0.1695906432748538;1;0.2974160082717905
Q2XC;0;1;0;4;3;5;0;26;0;0;0;0;0;0;0;0;0;0;0;0.0022211253701875;2.7565626664914857e-05;0.0672854984141744;0.4722222222222222;0;0.8965752650858312
M0Z5;0;0;1;3;1;1;0;55;0;1;1;0;0;0;0;0;0;1;0;0.0022211253701875;0.0078764996053525;0.0639802943219857;0.4166666666666667;0;0.9009392223620379
A0FC;1;1;0;2;1;3;0;40;0;1;1;0;0;0;1;1;0;0;0;0.0002467917077986;0.0;0.0540785821054879;0.0;1;0.2974160082717905
H2LL;1;1;0;1;1;2;0;30;1;1;0;0;0;0;0;0;0;1;0;0.0014807502467917;1.0490047318120189e-06;0.0521425813923561;0.6;1;0.2523055456616881
XXH0;0;1;0;2;1;5;0;29;0;1;1;0;0;0;0;0;0;1;0;0.0069101678183613;7.944344912954092e-05;0.0543003403821929;0.9365079365079364;0;0.854287432637773
YHSO;1;1;0;2;1;2;0;43;0;1;1;0;0;0;0;0;0;0;0;0.0007403751233958;0.0;0.067570497106742;1.0;0;0.3419025087981986
FUM0;1;1;0;2;1;2;0;25;1;0;0;0;0;0;0;0;0;1;0;0.001233958538993;0.0060105258171786;0.0614078957338789;0.1;0;0.5127228668071089
XRS9;0;1;0;3;1;5;0;37;0;1;0;0;0;0;1;0;0;0;0;0.0004935834155972;0.0;0.0604478391240135;1.0;1;0.1765133452394479
QHWK;1;1;0;3;2;3;0;23;1;0;0;0;0;0;1;0;0;0;0;0.0009871668311944;0.0;0.0547427011983409;1.0;0;0.7308270011228438
ZDQJ;1;1;0;3;1;2;0;24;1;0;0;0;0;0;1;1;0;1;0;0.001233958538993;0.0051709899180317;0.0468824121533281;0.4;0;0.3875841197369989
CARP;0;1;0;1;1;3;0;36;0;1;1;0;0;0;0;0;0;1;0;0.0049358341559723;0.0631844500926397;0.083513675055133;0.1473684210526315;0;0.4609763733672219
BTCY;1;1;0;3;1;2;0;32;1;0;0;0;0;0;0;0;1;0;0;0.0002467917077986;0.0;0.0643890036548546;0.0;0;0.021914121363421395
RPEI;0;1;0;2;0;1;0;26;1;0;0;0;0;0;1;1;0;1;0;0.0019743336623889;0.08983310913795;0.0792799843474858;0.0714285714285714;1;0.28298810135290947
XOGM;1;1;0;3;1;3;0;26;0;1;0;0;0;0;0;0;0;1;1;0.0014807502467917;2.818194662822734e-06;0.0594300464938912;0.9333333333333332;0;0.8309886744370039
QAWO;1;1;0;1;0;2;0;44;0;0;0;0;0;0;1;0;0;1;0;0.0007403751233958;0.0;0.0534705727104777;1.0;0;0.7288435753765896
J5QI;0;1;0;3;0;3;0;38;0;0;1;0;0;0;1;0;0;0;0;0.0004935834155972;0.0;0.0602895445550447;1.0;0;0.3295822056077795
Z3W3;0;1;0;1;0;2;0;29;1;1;1;0;0;0;1;0;0;0;0;0.0017275419545903;6.19456366911682e-05;0.0648693647540983;0.5714285714285714;0;0.7430055089200025
N1XZ;0;1;0;1;2;3;0;33;1;1;1;0;0;0;1;0;0;1;0;0.001233958538993;0.0002465706033433;0.0627370833139795;0.1;1;0.2974160082717905
GPYW;1;1;0;1;2;1;0;32;1;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0014286506185012;0.0608335335094883;0.3333333333333333;1;0.2974160082717905
F2QX;0;1;0;3;1;2;0;24;1;0;0;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0469350878005837;0.0;1;0.2981331183958659
GTU1;0;1;0;1;0;1;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0486213171013311;0.0644381540027352;0.0;0;0.040229539402193336
F3YC;1;1;0;3;1;4;0;33;0;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.0004935834155972;0.0572461925348252;0.0;1;0.2974160082717905
F5H5;1;1;0;2;1;2;0;26;1;0;0;0;0;0;1;1;0;1;0;0.0039486673247778;0.0058938699376164;0.0733168074981453;0.6083333333333333;0;0.37012957735388485
H4JN;1;1;0;1;2;3;0;33;0;1;1;0;0;0;0;0;0;1;0;0.0024679170779861;0.01374764884756;0.0723842869647546;0.3333333333333333;0;0.5107012813959211
LQWJ;1;1;0;3;2;5;0;33;0;1;1;0;0;0;0;0;0;1;0;0.001233958538993;0.0019963300845375;0.0661086910413913;0.1;0;0.365273773922854
AKUQ;0;1;0;3;3;5;0;31;0;0;0;0;0;0;0;0;0;0;0;0.0007403751233958;0.0;0.0644412283910367;1.0;0;0.7336971208179786
RIWI;0;1;0;1;2;2;0;40;0;0;0;0;0;0;1;0;0;0;0;0.0014807502467917;2.818194662822734e-06;0.0594300464938912;0.9333333333333332;0;0.8621314911496267
G5TP;1;1;0;3;2;3;0;33;1;1;1;0;0;0;1;1;0;1;0;0.0007403751233958;0.0;0.0545466783334455;1.0;0;0.5140371261519855
EZIL;1;1;0;1;0;4;0;43;1;1;1;0;0;0;1;0;0;1;0;0.0007403751233958;0.0175780069085293;0.074808455644789;0.0;0;0.8999759502256828
PFPN;0;1;0;3;1;2;0;24;1;1;0;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0639883772345398;0.0;1;0.2437368664295794
IPBC;0;0;1;1;0;5;0;28;0;0;0;0;0;0;0;0;0;1;0;0.0066633761105626;1.861882533126893e-05;0.0542996127199388;0.9886039886039886;0;0.5157898511571511
NYF5;0;1;0;2;1;4;0;23;0;0;0;0;0;0;1;0;0;0;0;0.0017275419545903;0.0028202567811445;0.0642450571578062;0.2857142857142857;0;0.5163237605507469
YOB8;0;1;0;1;1;2;0;28;1;1;1;0;0;0;1;0;0;1;0;0.0007403751233958;0.0012594236834966;0.0761568244182986;0.3333333333333333;1;0.24033318009968735
WVW0;0;1;0;2;0;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0.0009871668311944;0.0004935834155972;0.0630681110696052;0.5;0;0.35998330688797775
SLFZ;1;1;0;1;0;2;0;51;0;1;1;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0483503370920589;0.0;0;0.00874358286380109
Z8VU;0;1;0;3;3;3;0;30;1;1;1;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0600946208492147;0.0;0;0.05499805736524136
R9EB;1;1;0;0;0;3;0;34;1;1;1;0;0;0;1;0;0;0;0;0.0009871668311944;0.021495096167221;0.0574548032612548;0.1666666666666666;1;0.17875418870536913
T9TF;1;1;0;1;0;3;0;40;0;1;1;0;0;0;0;0;0;1;0;0.0009871668311944;0.0;0.0428379621309031;1.0;0;0.08399871153560647
DMB3;1;1;0;1;0;2;0;36;1;1;0;0;0;0;1;0;0;0;0;0.001233958538993;0.0009337283413272;0.0823761410071357;0.3;0;0.09371787623197585
WFL8;1;1;0;1;0;3;0;39;0;1;1;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0506411378008848;0.0;0;0.061724123808830876
OCWR;1;1;0;1;0;2;0;25;0;1;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0512152887495734;0.0;1;0.2974160082717905
TDRI;0;1;0;1;0;3;0;26;0;1;1;0;0;0;1;0;0;0;0;0.0009871668311944;0.0;0.0519573775116365;1.0;1;0.2775566275955258
FBUK;1;1;0;3;1;5;0;42;0;1;1;0;0;0;1;0;0;0;0;0.001233958538993;6.041564494382559e-05;0.0606877546129882;0.5;0;0.5057064516614151
A4OI;0;1;0;1;0;2;0;36;0;0;0;0;0;0;0;0;0;1;0;0.0009871668311944;0.003957291646395;0.0584746374197272;0.3333333333333333;0;0.5141185463570898
